157.71,160.01
-69.827,-67.528
-65.753,-63.598
69.422,71.366
22.305,24.25
157.46,159.76
-27.827,-25.528
26.719,28.791
112.25,114.55
58.173,60.472
-155.8,-153.86
64.2,66.5
26.847,28.792
69.326,71.27
-65.478,-63.178
147.97,150.27
63.234,65.533
26.321,28.265
67.611,69.602
58.173,60.472
68.557,70.501
22.51,24.454
113.35,115.29
-111.8,-109.86
-32.427,-30.128
-64.933,-62.633
107.67,109.97
-65.002,-62.702
26.131,28.075
-32.527,-30.228
24.331,26.275
-32.327,-30.028
69.588,71.532
110.74,113.03
114.25,116.19
-68.004,-65.704
21.673,23.972
157.7,160
-22.417,-20.117
26.723,28.792
-29.827,-27.528
56.847,58.792
157.57,159.87
108.67,110.97
69.384,71.328
68.039,69.983
22.198,24.142
23.173,25.472
24.673,26.627
-23.827,-21.528
151.17,153.47
147.47,149.77
25.313,27.257
-65.753,-63.808
68.646,70.59
68.8,70.744
26.221,28.165
-32.427,-30.128
69.634,71.578
52.535,54.835
26.747,28.788
-32.327,-30.028
149.67,151.97
156.73,159.03
25.769,27.713
153.17,155.47
53.153,55.446
24.118,26.062
63.734,66.033
110.85,113.15
156.17,158.47
68.767,70.711
111.39,113.69
27.221,29.165
111.21,113.51
22.992,24.936
24.456,26.4
26.321,28.265
-65.361,-63.061
25.497,27.441
