54.538,47.36
40.969,33.468
-31.349,-38.851
-138.7,-146.2
61.251,53.749
-123.65,-131.15
-146.95,-154.29
-81.086,-88.588
-25.549,-33.051
47.535,40.357
44.514,37.012
-81.586,-89.088
39.797,32.295
-26.849,-34.351
-31.349,-38.851
54.576,47.398
33.826,26.648
-117.05,-124.55
-70.859,-78.36
-141.88,-149.38
62.751,55.249
-29.849,-37.351
-135.36,-142.86
-28.349,-35.851
50.669,43.491
-24.849,-32.351
-57.49,-64.667
-73.563,-81.064
-28.349,-35.851
-27.349,-34.851
-81.249,-88.75
58.651,51.149
-61.59,-68.768
-60.58,-67.758
-75.873,-83.374
-58.041,-65.219
-138.76,-146.26
-207.63,-70.256
42.369,34.868
-120.85,-128.35
-58.797,-65.975
59.251,51.749
-28.349,-35.851
-57.303,-64.481
58.551,51.049
-116.85,-124.35
-29.849,-37.351
56.151,48.973
-129.93,-137.11
-82.211,-89.712
-120.45,-127.95
-28.849,-36.351
-122.35,-129.85
-79.776,-87.277
54.569,47.391
55.882,48.704
-78.538,-86.039
-72.352,-79.853
-31.349,-38.851
-30.349,-37.851
-137.7,-145.21
-125.3,-132.48
-114.15,-121.65
-204.4,-63.798
47.797,40.619
-144.99,-152.17
-23.649,-31.151
-29.849,-37.351
-82.349,-89.85
-138.71,-146.21
-28.849,-36.351
-125.42,-132.6
-22.249,-29.751
42.269,34.768
47.969,40.791
53.569,46.391
-118.95,-126.45
-72.635,-80.136
-26.149,-33.651
-73.938,-81.439
