200.94,145.84
125.67,70.572
273.67,76.941
70.972,15.697
294.47,118.32
68.272,13.172
196.57,138.7
123.07,67.344
62.472,7.372
99.036,43.936
71.672,15.815
111.87,56.541
115.17,59.934
127.37,69.503
27.572,-27.528
95.736,40.636
19.172,-35.928
157.94,102.84
134.67,79.517
85.236,27.367
126.37,71.272
191.57,133.7
264.27,52.954
117.97,62.872
32.372,-22.728
152.44,97.336
158.04,102.94
92.636,37.093
32.272,-22.828
169.94,114.84
194.74,139.64
162.47,107.37
390.37,310.54
35.372,-19.728
152.97,97.244
63.872,8.6428
158.04,102.86
-17.628,-72.728
273.87,77.544
208.17,153.07
129.27,74.172
38.572,-16.528
192.04,136.94
61.272,5.2583
108.27,53.172
134.47,78.606
59.172,2.8445
160.44,105.34
255.27,39.458
162.64,107.54
