0,4,5,13,16,22,25,31,32,34,49,53,59,68,71,75,91,92,108,110,115,128,132,136,138,146,153,171,175,178
0,66940,79001,1.448e+05,1.627e+05,1.9083e+05,2.0149e+05,2.1347e+05,2.1386e+05,2.1366e+05,2.0857e+05,2.0931e+05,2.1369e+05,2.1936e+05,2.1871e+05,2.1688e+05,2.1266e+05,2.1262e+05,2.3963e+05,2.4435e+05,2.5432e+05,2.6272e+05,2.6272e+05,2.6213e+05,2.616e+05,2.5933e+05,2.481e+05,1.8038e+05,1.581e+05,1.3954e+05
66940,0,17939,1.0291e+05,1.2372e+05,1.5642e+05,1.6869e+05,1.827e+05,1.8319e+05,1.8297e+05,1.8003e+05,1.8291e+05,1.8983e+05,1.9774e+05,1.9738e+05,1.9586e+05,2.0101e+05,1.9882e+05,2.2099e+05,2.2615e+05,2.3699e+05,2.4437e+05,2.4309e+05,2.4163e+05,2.4081e+05,2.3743e+05,2.2396e+05,1.5086e+05,1.326e+05,1.2538e+05
79001,17939,0,91663,1.1337e+05,1.4736e+05,1.6001e+05,1.7468e+05,1.7519e+05,1.7496e+05,1.7288e+05,1.7619e+05,1.8385e+05,1.9233e+05,1.9209e+05,1.9072e+05,1.986e+05,1.9628e+05,2.1684e+05,2.221e+05,2.33e+05,2.3983e+05,2.3829e+05,2.3662e+05,2.3561e+05,2.3185e+05,2.1788e+05,1.4392e+05,1.2839e+05,1.2429e+05
1.448e+05,1.0291e+05,91663,0,34556,79929,96799,1.1446e+05,1.1499e+05,1.1527e+05,1.2585e+05,1.3254e+05,1.4828e+05,1.6194e+05,1.6248e+05,1.6258e+05,1.8913e+05,1.8642e+05,1.9782e+05,2.0338e+05,2.1364e+05,2.1218e+05,2.0844e+05,2.04e+05,2.0174e+05,1.9367e+05,1.7792e+05,1.1279e+05,1.1976e+05,1.2885e+05
1.627e+05,1.2372e+05,1.1337e+05,34556,0,53985,73419,92959,93717,94446,1.1278e+05,1.216e+05,1.4012e+05,1.5524e+05,1.5571e+05,1.5635e+05,1.894e+05,1.8686e+05,1.956e+05,2.0102e+05,2.1073e+05,2.0552e+05,2.0036e+05,1.9453e+05,1.9162e+05,1.8145e+05,1.6576e+05,1.0949e+05,1.2226e+05,1.3523e+05
1.9083e+05,1.5642e+05,1.4736e+05,79929,53985,0,26158,53319,55027,57987,99487,1.1068e+05,1.3215e+05,1.5027e+05,1.5132e+05,1.5323e+05,1.9448e+05,1.9215e+05,1.9645e+05,2.012e+05,2.0892e+05,1.9817e+05,1.9086e+05,1.8249e+05,1.7806e+05,1.6188e+05,1.4674e+05,1.1599e+05,1.3725e+05,1.5366e+05
2.0149e+05,1.6869e+05,1.6001e+05,96799,73419,26158,0,35057,37898,43709,1.0006e+05,1.1137e+05,1.3234e+05,1.5169e+05,1.5336e+05,1.557e+05,1.9807e+05,1.9567e+05,1.9813e+05,2.0253e+05,2.0894e+05,1.9683e+05,1.8913e+05,1.8014e+05,1.7517e+05,1.572e+05,1.4082e+05,1.2415e+05,1.4721e+05,1.638e+05
2.1347e+05,1.827e+05,1.7468e+05,1.1446e+05,92959,53319,35057,0,7640,22280,95855,1.0781e+05,1.2954e+05,1.5376e+05,1.5603e+05,1.5821e+05,1.9971e+05,1.9708e+05,1.9553e+05,1.9933e+05,2.0395e+05,1.9076e+05,1.8311e+05,1.735e+05,1.6844e+05,1.5026e+05,1.3496e+05,1.3358e+05,1.5899e+05,1.7551e+05
2.1386e+05,1.8319e+05,1.7519e+05,1.1499e+05,93717,55027,37898,7640,0,16136,92729,1.0501e+05,1.2758e+05,1.5294e+05,1.5529e+05,1.5732e+05,1.9853e+05,1.9584e+05,1.9355e+05,1.9729e+05,2.0176e+05,1.885e+05,1.8081e+05,1.7108e+05,1.6597e+05,1.4815e+05,1.3342e+05,1.3345e+05,1.5898e+05,1.755e+05
2.1366e+05,1.8297e+05,1.7496e+05,1.1527e+05,94446,57987,43709,22280,16136,0,84545,98132,1.2275e+05,1.5026e+05,1.5285e+05,1.5463e+05,1.9517e+05,1.9236e+05,1.8838e+05,1.9202e+05,1.9643e+05,1.8306e+05,1.7528e+05,1.6539e+05,1.6015e+05,1.4347e+05,1.2981e+05,1.3247e+05,1.5784e+05,1.7424e+05
2.0857e+05,1.8003e+05,1.7288e+05,1.2585e+05,1.1278e+05,99487,1.0006e+05,95855,92729,84545,0,30499,71625,1.0667e+05,1.1291e+05,1.1802e+05,1.548e+05,1.5036e+05,1.2865e+05,1.3193e+05,1.3945e+05,1.2917e+05,1.2254e+05,1.1644e+05,1.135e+05,1.1165e+05,1.0793e+05,1.3001e+05,1.5032e+05,1.6495e+05
2.0931e+05,1.8291e+05,1.7619e+05,1.3254e+05,1.216e+05,1.1068e+05,1.1137e+05,1.0781e+05,1.0501e+05,98132,30499,0,48509,86920,94048,1.0024e+05,1.427e+05,1.3788e+05,1.1239e+05,1.1538e+05,1.2156e+05,1.1437e+05,1.0893e+05,1.031e+05,1.0011e+05,1.0106e+05,1.0356e+05,1.3286e+05,1.5253e+05,1.6645e+05
2.1369e+05,1.8983e+05,1.8385e+05,1.4828e+05,1.4012e+05,1.3215e+05,1.3234e+05,1.2954e+05,1.2758e+05,1.2275e+05,71625,48509,0,54797,65529,76605,1.3018e+05,1.2492e+05,94654,97296,1.0272e+05,1.0386e+05,99585,94171,91431,95309,1.0515e+05,1.4343e+05,1.6163e+05,1.7448e+05
2.1936e+05,1.9774e+05,1.9233e+05,1.6194e+05,1.5524e+05,1.5027e+05,1.5169e+05,1.5376e+05,1.5294e+05,1.5026e+05,1.0667e+05,86920,54797,0,24246,47043,1.1887e+05,1.135e+05,86492,91093,1.0267e+05,1.1355e+05,1.1311e+05,1.1145e+05,1.1016e+05,1.0964e+05,1.1857e+05,1.5784e+05,1.7387e+05,1.861e+05
2.1871e+05,1.9738e+05,1.9209e+05,1.6248e+05,1.5571e+05,1.5132e+05,1.5336e+05,1.5603e+05,1.5529e+05,1.5285e+05,1.1291e+05,94048,65529,24246,0,29853,1.1402e+05,1.0881e+05,91421,97245,1.1025e+05,1.2237e+05,1.2348e+05,1.2185e+05,1.2032e+05,1.1921e+05,1.2565e+05,1.5805e+05,1.7376e+05,1.8603e+05
2.1688e+05,1.9586e+05,1.9072e+05,1.6258e+05,1.5635e+05,1.5323e+05,1.557e+05,1.5821e+05,1.5732e+05,1.5463e+05,1.1802e+05,1.0024e+05,76605,47043,29853,0,1.0541e+05,1.003e+05,99497,1.0701e+05,1.2128e+05,1.3426e+05,1.3605e+05,1.3484e+05,1.3354e+05,1.3337e+05,1.3687e+05,1.5356e+05,1.6858e+05,1.8066e+05
2.1266e+05,2.0101e+05,1.986e+05,1.8913e+05,1.894e+05,1.9448e+05,1.9807e+05,1.9971e+05,1.9853e+05,1.9517e+05,1.548e+05,1.427e+05,1.3018e+05,1.1887e+05,1.1402e+05,1.0541e+05,0,19177,1.2753e+05,1.358e+05,1.5208e+05,1.6818e+05,1.6944e+05,1.7071e+05,1.7137e+05,1.7801e+05,1.8009e+05,1.6457e+05,1.5659e+05,1.4949e+05
2.1262e+05,1.9882e+05,1.9628e+05,1.8642e+05,1.8686e+05,1.9215e+05,1.9567e+05,1.9708e+05,1.9584e+05,1.9236e+05,1.5036e+05,1.3788e+05,1.2492e+05,1.135e+05,1.0881e+05,1.003e+05,19177,0,1.2041e+05,1.2903e+05,1.46e+05,1.6298e+05,1.6428e+05,1.6579e+05,1.6663e+05,1.7399e+05,1.764e+05,1.6231e+05,1.547e+05,1.4978e+05
2.3963e+05,2.2099e+05,2.1684e+05,1.9782e+05,1.956e+05,1.9645e+05,1.9813e+05,1.9553e+05,1.9355e+05,1.8838e+05,1.2865e+05,1.1239e+05,94654,86492,91421,99497,1.2753e+05,1.2041e+05,0,16619,47066,82367,86108,93669,98880,1.258e+05,1.4602e+05,2.0366e+05,2.1333e+05,2.1974e+05
2.4435e+05,2.2615e+05,2.221e+05,2.0338e+05,2.0102e+05,2.012e+05,2.0253e+05,1.9933e+05,1.9729e+05,1.9202e+05,1.3193e+05,1.1538e+05,97296,91093,97245,1.0701e+05,1.358e+05,1.2903e+05,16619,0,34046,73594,78825,87377,92917,1.2228e+05,1.4519e+05,2.0983e+05,2.1963e+05,2.2633e+05
2.5432e+05,2.3699e+05,2.33e+05,2.1364e+05,2.1073e+05,2.0892e+05,2.0894e+05,2.0395e+05,2.0176e+05,1.9643e+05,1.3945e+05,1.2156e+05,1.0272e+05,1.0267e+05,1.1025e+05,1.2128e+05,1.5208e+05,1.46e+05,47066,34046,0,54767,63662,74249,80252,1.1583e+05,1.4536e+05,2.1972e+05,2.3028e+05,2.3758e+05
