74.014,76.553
47.157,49.622
-55.051,-52.437
-81.428,-78.681
-67.089,-64.594
14.474,16.701
63.01,65.52
-4.4064,-1.8819
-47.388,-44.818
-36.491,-34.011
-6.6769,-4.0484
59.244,61.784
37.947,40.694
85.602,88.185
83.136,85.765
-71.316,-68.836
-75.444,-72.994
-40.159,-37.694
-51.168,-48.525
21.242,23.648
-16.937,-14.339
42.312,44.94
66.715,69.225
-62.954,-60.311
-32.892,-30.457
-22.488,-20.008
55.307,57.861
77.311,79.835
88.391,90.96
5.2845,7.6604
51.293,53.758
-25.662,-23.256
-29.195,-26.775
-58.901,-56.213
-11.748,-9.0748
24.846,27.4
33.494,36.211
-78.78,-76.375
80.196,82.735
70.426,72.891
17.765,20.066
2.7059,4.9479
2.6423,4.9438
28.982,31.641
8.1554,10.412
-9.1285,-6.4553
11.329,13.527
-43.621,-41.126
-14.311,-11.698
-19.579,-17.039
