146.72,116.72
-0.081,-30.089
-45.181,-77.118
-37.481,-67.717
30.238,-1.1655
123.44,92.431
-37.281,-67.281
196.74,166.49
58.638,26.35
33.638,2.6616
188.64,158.64
138.54,108.41
-10.581,-40.856
125.04,95.038
147.04,116.95
175.82,143.53
-29.381,-59.381
-44.181,-75.615
-24.981,-54.981
-10.981,-41.37
191.24,161.24
38.038,6.3523
142.82,111.99
56.838,26.838
-26.381,-56.381
57.238,24.95
187.84,157.84
-20.581,-50.741
24.638,-6.5367
-41.981,-73.201
53.538,21.25
-15.281,-45.304
165.12,134.4
44.038,12.894
-38.581,-69.512
38.638,7.0667
123.44,92.385
201.64,171.53
-44.781,-76.032
124.74,94.738
61.038,28.75
168.92,137.91
29.038,-2.6401
-1.981,-34.269
-32.281,-62.281
142.72,112.72
-17.881,-48.178
-43.181,-74.096
-43.681,-75.626
-41.881,-73.063
141.44,111.11
125.54,95.538
-42.581,-73.107
60.138,27.85
-41.481,-72.114
122.84,91.785
129.24,99.238
34.138,3.1998
12.338,-18.28
-3.281,-35.569
143.94,113.94
148.74,118.23
204.24,174.05
21.938,-8.5044
187.82,155.53
18.938,-11.062
33.138,1.3073
55.338,23.05
45.238,13.522
-14.581,-44.642
-22.781,-52.781
207.54,175.85
40.638,8.9141
128.44,98.438
124.44,94.438
210.44,178.63
-0.781,-30.789
178.72,146.52
195.14,165.14
-38.281,-68.281
19.538,-11.103
124.24,94.085
59.638,27.35
58.538,26.25
50.638,18.64
-35.681,-65.681
-38.281,-68.281
-37.281,-67.281
212.64,1.3706
135.84,103.55
