23.52,18.716
-183.33,-14.614
16.881,12.342
-86.448,-90.925
-91.394,-95.635
-75.98,-80.329
-59.214,-63.53
-33.188,-37.012
44.164,39.914
73.075,68.958
-11.023,-15.296
27.486,22.843
-21.309,-25.332
-70.782,-75.088
-91.925,-96.416
-41.608,-45.432
-28.991,-32.834
61.148,57.263
-81.153,-85.45
13.766,9.279
-68.101,-72.469
-9.1438,-13.218
-7.9282,-11.875
-55.695,-59.959
-65.486,-69.854
11.403,6.5752
-37.63,-41.472
-11.463,-15.514
-83.744,-88.136
-73.406,-77.741
-188.43,-25.026
-183.29,-14.467
48.967,44.665
53.341,48.935
-14.795,-18.917
20.114,15.433
65.753,61.702
-24.602,-28.605
-78.567,-82.822
-62.523,-66.896
35.77,31.198
-18.056,-22.111
-51.861,-56.035
-46.917,-51.162
39.77,35.155
57.064,52.639
69.674,65.604
-37.492,-41.377
31.924,27.258
-189.68,-27.552
