101.57,100.02
136.67,134.83
6.9876,5.44
139.47,137.63
-126.93,-128.77
-137.03,-138.87
143.94,142.1
144.17,142.33
137.77,135.93
141.17,139.33
30.788,29.24
140.83,138.99
48.272,46.431
105.07,103.52
94.068,92.52
148.46,146.62
-129.03,-130.87
16.168,14.62
-120.4,-122.25
-116.83,-118.38
149.88,148.04
135.87,134.03
-84.632,-86.18
50.872,49.031
-132.91,-134.75
48.172,46.331
17.468,15.92
50.472,48.631
-123.8,-125.64
146.17,144.33
146.59,144.75
141.67,139.83
-119.13,-120.68
15.988,14.44
-132.23,-134.07
59.229,57.388
-39.628,-41.469
-157.93,-159.48
48.872,47.031
147.06,145.22
95.768,94.22
97.968,96.42
138.27,136.43
139.57,137.73
139.37,137.53
22.588,21.04
7.3876,5.84
64.468,62.891
25.988,24.44
17.968,16.42
