61.883,48.855
19.35,6.2878
22.899,9.9466
-106.05,-119.07
-63.213,-76.25
-6.4113,-18.986
77.826,64.907
-42.643,-55.839
57.915,45.005
-27.039,-40.126
-66.565,-79.501
-39.707,-52.853
-53.813,-67
38.762,25.977
29.696,16.719
-69.635,-82.503
-47.172,-60.393
-19.215,-32.302
-9.247,-22.25
54.305,41.495
65.422,52.352
71.215,58.103
-31.047,-44.092
73.816,60.637
-60.113,-73.157
33.026,20.099
45.91,33.452
-35.81,-48.863
-39.557,-52.745
-12.464,-25.853
36.154,23.311
-108.99,-122
-7.4964,-20.264
76.391,63.346
-33.676,-46.671
-23.056,-36.05
-57.092,-70.154
-10.898,-24.043
-43.741,-57.172
41.242,28.49
-50.587,-63.725
26.418,13.465
-14.303,-27.759
-15.154,-28.233
50.476,37.767
-10.829,-24.285
-7.8987,-20.826
-101.95,-114.85
-103.54,-116.5
68.502,55.449
