65.948,63.6
156.95,154.46
112.75,110.56
-25.868,-28.354
113.25,111.06
156.95,154.46
156.45,153.96
115.84,113.65
115.52,113.33
-116.1,-118.48
116.25,114.06
155.95,153.46
64.75,62.558
113.43,111.24
23.027,20.835
155.45,152.96
22.522,20.33
-155.59,-157.79
21.79,19.598
68.577,66.385
66.632,64.335
158.45,155.96
116.2,114.01
-156.86,-159.05
-115.75,-117.94
21.266,18.919
114.16,111.97
-115.93,-118.24
153,150.51
116.98,114.79
155,152.51
65.208,62.836
-24.55,-27.036
156.09,153.6
23.221,21.029
116.93,114.74
-116.37,-118.71
117.34,115.15
116.98,114.79
156.95,154.46
66.374,63.961
153.22,150.74
152.18,149.69
113.75,111.56
116.25,114.06
151.4,148.92
-155.91,-158.1
21.651,19.459
116.34,114.15
151.09,148.6
66.068,63.62
115.52,113.33
155.18,152.69
114.3,112.1
152.59,150.1
116.25,114.06
22.001,19.809
151.45,148.96
66.691,64.287
-62.75,-64.942
155.95,153.46
-115.17,-117.65
153.4,150.92
151.4,148.92
65.632,63.255
154.45,151.96
-155.23,-157.42
115.84,113.65
157.36,154.87
157.95,155.46
113.43,111.24
-24.55,-27.036
-23.05,-25.536
153.95,151.46
151.04,148.55
153.95,151.46
21.59,19.318
22.671,20.479
155.95,153.46
115.3,113.1
113.3,111.1
-22.55,-25.036
-116.98,-119.17
65.211,62.836
-116.73,-119.08
152.95,150.46
116.93,114.74
65.636,63.255
-113.3,-115.63
21.149,18.692
